上课班级,选课人数,开课编号,开课课程,授课教师,教师所在院系,开课时间,上课地点,上课周次,单双周,分组名,备注
基础医学拔尖2601班升华科创班2601升华科创班2602,0,202620271016859,大学生心理健康教育（一）,赵方,马克思主义学院,10102,B座412,10-17,单周,,调课
自动化2405-06,60,202620271004839,现代控制理论,年晓红,自动化学院,10102,B座514,11-18,全周,,调课
运训2401-03,80,202620271005372,习近平新时代中国特色社会主义思想概论,李勇图,马克思主义学院,10102,B座519,3-18,双周,,调课
城规2601-02,0,202620271017541,军事理论,张子峻,马克思主义学院,10102,C座404,"2-4,8-20",全周,,调课
电科2504-06,77,202620271000855,数字电子技术A,陈丽萍,自动化学院,10102,C座404,3-16,全周,,调课
基础医学拔尖2601班升华科创班2601升华科创班2602,0,202620271016859,大学生心理健康教育（一）,赵方,马克思主义学院,10102,C座408,10-17,单周,,调课
城规2601-02,0,202620271017541,军事理论,张子峻,马克思主义学院,10102,C座408,"2-4,8-20",全周,,调课
电信2501-05,113,202620271000897,模拟电子技术B,姜霞,自动化学院,10102,C座503,3-18,单周,,调课
光电2403-04,35,202620271007370,半导体物理,刘标,物理学院,10102,D座103,2-17,全周,,调课
光电2403-04,35,202620271007370,半导体物理,刘标,物理学院,10102,D座104,2-17,全周,,调课
智能2501-04,99,202620271000223,人工智能基础及应用,刘丽珏,自动化学院,10102,D座120,11-18,全周,,调课
自动化与电气类2613,0,202620271016181,大学英语（一）,刘羽,外国语学院,10102,外语网络楼105,"2-4,8-20",全周,,调课
机械类2615,0,202620271018757,大学英语（一）,欧阳婷,外国语学院,10102,外语网络楼107,"2-4,8-20",全周,,调课
数学类2607,0,202620271018099,大学英语（一）,朱妮娅,外国语学院,10102,外语网络楼227,"2-4,8-20",全周,,调课
英语2403班法语2401,32,202620271006691,国际传播与翻译,符白羽,外国语学院,10102,外语网络楼603,1-16,全周,,调课
应化2503-04,60,202620271002611,分析化学,刘琦,化学化工学院,10304,A座101,1-8,全周,,调课
经济管理类2602,0,202620271017821,微观经济学,李康祥,商学院,10304,A座104,"2-4,8-16",全周,,调课
大数据2501-02,54,202620271000734,数据库原理,段俊文,计算机学院,10304,A座104,1-16,双周,,调课
软件工程2607班计算机T2601班计算机类2613,0,202620271016299,大学生心理健康教育（一）,张桐,马克思主义学院,10304,A座104,10-17,单周,,调课
地勘2401-03,16,202620271009215,遥感地质学,张建东,地球科学与信息物理学院,10304,A座115,1-8,全周,,调课
能源类2611-12,0,202620271018588,工程制图基础A,马博林,轻合金研究院,10304,A座211,"2-4,8-20",全周,,调课
机械类2603-04,0,202620271018833,工程制图与数字化表达（一）,杨放琼,机电工程学院,10304,A座211,"2-4,9-19",全周,,调课
地勘T2401,13,202620271009072,地球化学,张德贤,地球科学与信息物理学院,10304,A座223,1-8,全周,,调课
艺科2401-03,59,202620271006389,形势与政策,易孝慈,人文学院,10304,A座308,"7,11",全周,,调课
艺科2401-03,59,202620271006389,形势与政策,易孝慈,人文学院,10304,A座308,"7,11",全周,,调课
矿物2503-04,51,202620271004144,工科大学化学—物理化学A(一),刘洋,化学化工学院,10304,A座322,1-14,全周,,调课
应化2505,30,202620271002654,有机化学A（一）,喻桂朋,化学化工学院,10304,A座414,1-14,全周,,调课
自动化T2401,23,202620271004582,信号处理与系统分析,郭宇骞,自动化学院,10304,B座101,3-10,全周,,调课
中文2501,29,202620271002347,中国现代文学史,陈婵,人文学院,10304,B座102,1-16,全周,,调课
中国语言文学类2607-08,0,202620271017723,新媒体与社会,马薇薇,人文学院,10304,B座105,13-16,全周,,调课
计算机T2401,12,202620271004944,软件工程,李祖德,计算机学院,10304,B座108,1-16,全周,,调课
音乐表演2301-02班舞蹈表演2301,59,202620271015076,形势与政策,易佳乐,马克思主义学院,10304,B座110,"15,17",全周,,调课
城地2502,20,202620271015453,工程地质,苏醒,资源与安全工程学院,10304,B座214,1-8,全周,,调课
遥感测绘地信类2604-06,0,202620271020575,习近平新时代中国特色社会主义思想概论,韩风华,马克思主义学院,10304,B座218,"2-4,8-20",单周,,调课
应化2503-04,60,202620271002611,分析化学,刘琦,化学化工学院,10304,B座219,1-8,全周,,调课
思政2401,30,202620271006274,思想政治教育管理学,刘建亚,马克思主义学院,10304,B座305,2-13,全周,,调课
自动化T2401,23,202620271004582,信号处理与系统分析,郭宇骞,自动化学院,10304,B座307,11-18,全周,,调课
机械2407,28,202620271015496,智能制造装备与系统（一）,陈志,机电工程学院,10304,B座308,9-16,全周,,调课
通信2501-05,114,202620271000953,模拟电子技术B,姜霞,自动化学院,10304,B座313,3-18,单周,,调课
化工2304班制药2301-02,70,202620271011549,形势与政策,滕晓雯,化学化工学院,10304,B座313,"3,5",全周,,调课
人工智能类智慧班2601,0,202620271016067,高级程序设计,雷琪,自动化学院,10304,B座409,"2-4,9-17",全周,,调课
麻醉[2601-02]班卓越医生班（福庆班）2601,0,202620271020288,习近平新时代中国特色社会主义思想概论,涂亦嘉,马克思主义学院,10304,B座412,"2-4,8-20",单周,,调课
机械（材料制造）2301班机械2301-02,75,202620271012513,机电设备状态监测与故障诊断,张天赐,机电工程学院,10304,B座502,3-10,全周,,调课
会计2401-03,62,202620271007099,循环经济与会计,周志方,商学院,10304,B座502,9-16,全周,,调课
中文2504-05,55,202620271002334,中国古代文学史（三）,刘学,人文学院,10304,B座503,1-12,全周,,调课
航天2301-02,22,202620271012424,计算流体力学基础及应用,王李璨,航空航天技术研究院,10304,B座505,"1-2,4,6-10",全周,,调课
思政2501,30,202620271001868,马克思主义原著选读,王鸿宇,马克思主义学院,10304,B座506,10-17,全周,,调课
机械（材料制造）2301班机械2301-02,75,202620271012513,机电设备状态监测与故障诊断,张天赐,机电工程学院,10304,B座511,3-10,全周,,调课
自动化2401-02,62,202620271004862,先进检测技术与仪表,韩洁,自动化学院,10304,B座511,1-8,全周,,调课
电气2503-04,54,202620271000306,数字电子技术,刘子建,自动化学院,10304,B座512,9-16,全周,,调课
电气2503-04,54,202620271000306,数字电子技术,刘子建,自动化学院,10304,B座512,1-8,全周,,调课
遥感2503,19,202620271004424,遥感程序设计基础,谢磊,地球科学与信息物理学院,10304,B座514,7-16,全周,,调课
电气2503-04,54,202620271000306,数字电子技术,刘子建,自动化学院,10304,B座514,9-16,全周,,调课
电科2504-06,77,202620271000855,数字电子技术A,陈丽萍,自动化学院,10304,C座103,3-16,全周,,调课
艺科2401-02,39,202620271006405,习近平新时代中国特色社会主义思想概论,潘蕾,马克思主义学院,10304,C座105,3-18,双周,,调课
冶金2501-03,78,202620271003991,形势与政策,周筱炜,马克思主义学院,10304,C座112,"8,12",全周,,调课
通信2501-05,114,202620271000953,模拟电子技术B,姜霞,自动化学院,10304,C座112,3-18,单周,,调课
交设2506-07,52,202620271015452,中国近现代史纲要,苏广兴,马克思主义学院,10304,C座407,3-18,全周,,调课
应化2503-04,60,202620271002611,分析化学,刘琦,化学化工学院,10304,C座501,1-8,全周,,调课
城地2601-03,0,202620271019420,普通化学C,陈万松,化学化工学院,10304,C座503,"2-4,9-13",全周,,调课
机械D2501-02班交设D2501,90,202620271015381,中国近现代史纲要,李兰兰,马克思主义学院,10304,D座101,3-18,全周,,调课
通信2501-05,114,202620271000953,模拟电子技术B,姜霞,自动化学院,10304,D座101,3-18,单周,,调课
智能2501-02,50,202620271000231,离散数学,刘丽珏,自动化学院,10304,D座120,2-9,全周,,调课
智能2501-02,50,202620271000231,离散数学,刘丽珏,自动化学院,10304,D座120,10-17,全周,,调课
机械（材料制造）2401,14,202620271008510,金属塑性成形原理,陈明松,轻合金研究院,10304,D座203,3-10,全周,,调课
机械T2301,64,202620271012691,机器视觉技术基础,陆新江,机电工程学院,10304,D座209,3-10,全周,,调课
机械（材料制造）2301班机械2301-02,75,202620271012513,机电设备状态监测与故障诊断,张天赐,机电工程学院,10304,D座209,3-10,全周,,调课
经济管理类2603,0,202620271017796,大学英语（一）,郭云,外国语学院,10304,外语网络楼101,"2-4,8-20",全周,,调课
临床医学（八年制）2602,0,202620271017335,大学英语（一）,刘羽,外国语学院,10304,外语网络楼105,"2-4,8-20",全周,,调课
能源类2613,0,202620271018545,大学英语（一）,欧阳婷,外国语学院,10304,外语网络楼107,"2-4,8-20",全周,,调课
光电2604,0,202620271018025,大学英语（一）,夏志明,外国语学院,10304,外语网络楼227,"2-4,8-20",全周,,调课
口腔五年2601,0,202620271016935,大学英语（一）,马婧,外国语学院,10304,外语网络楼231,"2-4,8-20",全周,,调课
机械类2605,0,202620271018752,大学英语（一）,乔冰菡,外国语学院,10304,外语网络楼232,"2-4,8-20",全周,,调课
机械类2605,0,202620271018752,大学英语（一）,乔冰菡,外国语学院,10304,外语网络楼232,"2-4,8-20",全周,,调课
建筑2602,0,202620271017578,大学英语（一）,吴莎,外国语学院,10304,外语网络楼353,"2-4,8-20",全周,,调课
智能建维类2605,0,202620271018248,大学英语（一）,胡敏文,外国语学院,10304,外语网络楼446,"2-4,8-20",全周,,调课
地质2401-02,22,202620271009062,岩体力学,曹函,地球科学与信息物理学院,10506,A座103,9-16,全周,,调课
地信2401-03,48,202620271009179,遥感地学分析,陈杰,地球科学与信息物理学院,10506,A座104,9-16,全周,,调课
电气2405-07,34,202620271004646,单片机原理及应用,姜利,自动化学院,10506,A座104,1-8,全周,,调课
检验2601-03,0,202620271020305,习近平新时代中国特色社会主义思想概论,涂亦嘉,马克思主义学院,10506,A座122,"2-4,8-20",单周,,调课
中国语言文学类2607-08,0,202620271017723,新媒体与社会,朱承璋,人文学院,10506,A座123,17-20,全周,,调课
机械类2605-06,0,202620271018837,工程制图与数字化表达（一）,周亮,机电工程学院,10506,A座212,"2-4,9-19",全周,,调课
机械类2611-12,0,202620271018834,工程制图与数字化表达（一）,汤晓燕,机电工程学院,10506,A座215,"2-4,9-19",全周,,调课
冶金材料类2621-22,0,202620271019205,工程制图基础A,赵兴,轻合金研究院,10506,A座215,"2-4,8-20",全周,,调课
软件工程2604-06,0,202620271016302,大学生心理健康教育（一）,张桐,马克思主义学院,10506,A座308,10-17,单周,,调课
冶金材料类2613-14,0,202620271019183,工程制图基础A,翟瞻宇,机电工程学院,10506,A座312,"2-4,8-20",全周,,调课
机械类2605-06,0,202620271018837,工程制图与数字化表达（一）,周亮,机电工程学院,10506,A座312,"2-4,9-19",全周,,调课
思政2501,30,202620271001864,哲学导论,黄伟韬,马克思主义学院,10506,A座314,2-17,全周,,调课
行政2603,0,202620271016791,政治学原理,杨宇泽,公共管理学院,10506,A座314,"2-4,8-16",全周,,调课
计算机D2501-02,62,202620271000187,中国近现代史纲要,李兰兰,马克思主义学院,10506,A座315,3-18,全周,,调课
计算机2403-04,54,202620271004955,创新创业导论,熊威,轻合金研究院,10506,A座414,3-18,全周,,调课
智能2501（科创班）,27,202620271000211,科技政策与知识产权法,葛秋萍,"法学院,公共管理学院",10506,B座101,1-8,全周,,调课
智能2501（科创班）,30,202620271000212,计算机视觉,张俊超,自动化学院,10506,B座106,11-18,全周,,调课
自动化2507-10,104,202620271000472,数字电子技术,覃爱娜,自动化学院,10506,B座107,3-10,全周,,调课
电信2401-04,85,202620271004741,自动控制原理,时伟,自动化学院,10506,B座108,11-18,全周,,调课
电信2401-04,85,202620271004741,自动控制原理,时伟,自动化学院,10506,B座108,11-18,全周,,调课
应化2405-06,53,202620271007267,化工原理,谭军,化学化工学院,10506,B座206,1-14,全周,,调课
自动化2507-10,104,202620271000472,数字电子技术,覃爱娜,自动化学院,10506,B座208,11-18,全周,,调课
出版T2601,0,202620271017753,新媒体与社会,马薇薇,人文学院,10506,B座303,13-16,全周,,调课
思政2501,30,202620271001864,哲学导论,黄伟韬,马克思主义学院,10506,B座305,2-17,全周,,调课
大数据2503-04,54,202620271000744,计算机组成原理与汇编,沈成超,计算机学院,10506,B座320,1-16,全周,,调课
电气2505-06,54,202620271015562,数字电子技术,李中华,自动化学院,10506,B座404,1-8,全周,,调课
交控2501-03,91,202620271003123,人工智能基础及应用（通识）A,蓝丽娟,自动化学院,10506,B座408,3-18,全周,,调课
电信2401-04,85,202620271004741,自动控制原理,时伟,自动化学院,10506,B座408,11-18,全周,,调课
地勘2601-03,0,202620271019604,军事理论,张子峻,马克思主义学院,10506,B座419,"2-4,8-20",全周,,调课
城规2601-02,0,202620271017541,军事理论,张子峻,马克思主义学院,10506,B座419,"2-4,8-20",全周,,调课
通信2501-03,69,202620271015375,中国近现代史纲要,雷芳,马克思主义学院,10506,B座419,3-18,全周,,调课
电气2505-06,54,202620271015562,数字电子技术,李中华,自动化学院,10506,B座501,1-8,全周,,调课
自动化与电气类2617-18,0,202620271016258,高级程序设计,唐朝晖,自动化学院,10506,B座513,"2-4,9-17",全周,,调课
自动化与电气类2617-18,0,202620271016258,高级程序设计,唐朝晖,自动化学院,10506,B座513,"2-4,9-17",全周,,调课
电气2503-04,54,202620271000306,数字电子技术,刘子建,自动化学院,10506,B座517,9-16,全周,,调课
电气2503-04,54,202620271000306,数字电子技术,刘子建,自动化学院,10506,B座517,1-8,全周,,调课
航天2401-02,59,202620271008358,自动控制原理,董晶,航空航天技术研究院,10506,B座517,2-13,全周,,调课
电气2501-02,54,202620271000350,模拟电子技术,刘子建,自动化学院,10506,B座518,1-14,全周,,调课
机械2410,33,202620271008461,机械制造工程（一）,李蔚,机电工程学院,10506,B座519,1-16,全周,,调课
矿物T2501,21,202620271004085,工科大学化学—物理化学A(一),彭志光,化学化工学院,10506,C座105,1-14,全周,,调课
英语2601-03,0,202620271017598,大学生心理健康教育（一）,郭鹏飞,马克思主义学院,10506,C座108,10-17,单周,,调课
英语2601-03,0,202620271017598,大学生心理健康教育（一）,郭鹏飞,马克思主义学院,10506,C座108,10-17,单周,,调课
电科2501-03,75,202620271000811,形势与政策,欧阳旖旎,电子信息学院,10506,C座108,"8,12",全周,,调课
英语2601-03,0,202620271017598,大学生心理健康教育（一）,郭鹏飞,马克思主义学院,10506,C座108,10-17,单周,,调课
自动化与电气类2601-03,0,202620271016086,大学生心理健康教育（一）,曹文秀,马克思主义学院,10506,C座108,10-17,单周,,调课
机械类2607-09,0,202620271018669,大学生心理健康教育（一）,屈明珍,马克思主义学院,10506,C座111,10-17,单周,,调课
交通运输类2604-06,0,202620271018349,大学生心理健康教育（一）,江胜珍,马克思主义学院,10506,C座203,10-17,单周,,调课
光电2604-05,0,202620271020352,习近平新时代中国特色社会主义思想概论,张桐,马克思主义学院,10506,C座304,"2-4,8-20",双周,,调课
电子信息类2613-14,0,202620271016705,计算机程序设计基础（C）,唐艳,电子信息学院,10506,C座403,"2-4,8-18",全周,,调课
应化2405-06,53,202620271007267,化工原理,谭军,化学化工学院,10506,C座403,1-14,全周,,调课
自动化与电气类2601-03,0,202620271016086,大学生心理健康教育（一）,曹文秀,马克思主义学院,10506,C座408,10-17,单周,,调课
英语2601-03,0,202620271017598,大学生心理健康教育（一）,郭鹏飞,马克思主义学院,10506,C座408,10-17,双周,,调课
英语2601-03,0,202620271017598,大学生心理健康教育（一）,郭鹏飞,马克思主义学院,10506,C座408,10-17,双周,,调课
法学2401-02,62,202620271000103,习近平新时代中国特色社会主义思想概论,屈志强,马克思主义学院,10506,C座408,3-18,单周,,调课
机械类2616-17班机械T2601,0,202620271020363,习近平新时代中国特色社会主义思想概论,李勇图,马克思主义学院,10506,C座504,"2-4,8-20",全周,,调课
电科2504-06,77,202620271000855,数字电子技术A,陈丽萍,自动化学院,10506,C座504,3-16,全周,,调课
无机2501-02,50,202620271004065,工科大学化学—有机化学基础B,顾帅,化学化工学院,10506,C座507,3-10,全周,,调课
光电2401-02,53,202620271007369,半导体物理,刘标,物理学院,10506,D座104,2-17,全周,,调课
机械2503-04,63,202620271003546,机械原理与设计（一）,周英,机电工程学院,10506,D座117,5-16,全周,,调课
社会2601-02,0,202620271016763,社会学概论,米莉,公共管理学院,10506,D座120,"2-4,8-16",全周,,调课
地物2601-03,0,202620271019526,军事理论,张子峻,马克思主义学院,10506,D座123,"2-4,8-20",全周,,调课
城规2601-02,0,202620271017541,军事理论,张子峻,马克思主义学院,10506,D座123,"2-4,8-20",全周,,调课
城规2601-02,0,202620271017541,军事理论,张子峻,马克思主义学院,10506,D座123,"2-4,8-20",全周,,调课
城规2601-02,0,202620271017541,军事理论,张子峻,马克思主义学院,10506,D座123,"2-4,8-20",全周,,调课
机械2503-04,63,202620271003546,机械原理与设计（一）,周英,机电工程学院,10506,D座128,5-16,全周,,调课
机械（材料制造）2401,17,202620271008507,材料与制造工程导论,刘春辉,"轻合金研究院,研究生院",10506,D座203,11-14,全周,,调课
机械（材料制造）2401,17,202620271008507,材料与制造工程导论,刘春辉,"轻合金研究院,研究生院",10506,D座204,11-14,全周,,调课
地勘2601-03,0,202620271019604,军事理论,张子峻,马克思主义学院,10506,D座209,"2-4,8-20",全周,,调课
法语2401,27,202620271006734,高级法语（一）,罗治荣,外国语学院,10506,外语网络楼214,1-16,全周,,调课
计算机类2602,0,202620271016450,大学英语（一）,夏志明,外国语学院,10506,外语网络楼227,"2-4,8-20",全周,,调课
冶金材料类2622,0,202620271019115,大学英语（一）,王昱,外国语学院,10506,外语网络楼229,"2-4,8-20",全周,,调课
机械类2614,0,202620271018746,大学英语（一）,欧阳婷,外国语学院,10506,外语网络楼229,"2-4,8-20",全周,,调课
冶金材料类2622,0,202620271019115,大学英语（一）,王昱,外国语学院,10506,外语网络楼232,"2-4,8-20",全周,,调课
中国语言文学类2601,0,202620271017695,大学英语（一）,熊卉,外国语学院,10506,外语网络楼347,"2-4,8-20",全周,,调课
精神医学2602,0,202620271017114,大学英语（一）,刘茜,外国语学院,10506,外语网络楼353,"2-4,8-20",全周,,调课
自动化与电气类2610,0,202620271016180,大学英语（一）,胡敏文,外国语学院,10506,外语网络楼446,"2-4,8-20",全周,,调课
城地2602,0,202620271019424,大学英语（一）,乔冰菡,外国语学院,10506,外语网络楼449,"2-4,8-20",全周,,调课
能源类2611-12,0,202620271018588,工程制图基础A,马博林,轻合金研究院,10708,A座111,"2-4,8-20",全周,,调课
机械类2607-08,0,202620271018839,工程制图与数字化表达（一）,杨放琼,机电工程学院,10708,A座113,"2-4,9-19",全周,,调课
中国语言文学类2607-08,0,202620271017723,新媒体与社会,马薇薇,人文学院,10708,A座123,13-16,全周,,调课
法学2403-04,61,202620271000105,习近平新时代中国特色社会主义思想概论,屈志强,马克思主义学院,10708,A座214,3-18,单周,,调课
电信2504-05,44,202620271015386,计算机程序设计基础(Java),唐艳,电子信息学院,10708,A座314,1-16,全周,,调课
中文2402-03,59,202620271006876,中国古代文学（五）,叶烨,人文学院,10708,A座414,3-16,全周,,调课
交运2503,30,202620271003174,铁路运输设备,叶峻青,交通运输工程学院,10708,A座415,"1-9,12-14",全周,,调课
地物2402-03,44,202620271009091,地球物理仪器导论,陈彦钧,地球科学与信息物理学院,10708,B座105,9-16,全周,,调课
自动化2504-06,78,202620271000450,模拟电子技术,刘献如,自动化学院,10708,B座106,11-18,全周,,调课
自动化2504-06,78,202620271000470,数字电子技术,陈革辉,自动化学院,10708,B座107,3-10,全周,,调课
自动化2407-08,60,202620271004843,人工智能导论,陈白帆,人工智能学院,10708,B座107,1-8,全周,,调课
自动化2501-03,78,202620271000469,数字电子技术,覃爱娜,自动化学院,10708,B座108,11-18,全周,,调课
消防2501-02班工力2501-02,94,202620271002892,电工学A,陈丽萍,自动化学院,10708,B座113,3-18,全周,,调课
统计2501-04,68,202620271002769,常微分方程引论,李欣叶,数学与统计学院,10708,B座118,1-10,全周,,调课
自动化2501-03,78,202620271000469,数字电子技术,覃爱娜,自动化学院,10708,B座118,3-10,全周,,调课
地物2601-03,0,202620271019533,地质学基础,李群,地球科学与信息物理学院,10708,B座307,9-18,全周,,调课
电信2401-04,119,202620271004725,数据结构与算法,陈科文,自动化学院,10708,B座308,11-18,全周,,调课
电气2501-02,54,202620271000310,数字电子技术,李中华,自动化学院,10708,B座404,1-8,全周,,调课
机械2409-10,64,202620271008403,创新创业导论,陈超,轻合金研究院,10708,B座407,3-18,全周,,调课
地质2401-02,33,202620271009052,环境工程地质学,贺勇,地球科学与信息物理学院,10708,B座412,1-8,全周,,调课
电气2501-02,54,202620271000310,数字电子技术,李中华,自动化学院,10708,B座501,1-8,全周,,调课
电气2507-08,56,202620271000345,模拟电子技术,姜利,自动化学院,10708,B座503,1-14,全周,,调课
信安2401-03,69,202620271015366,分布式系统与云计算,李玺,计算机学院,10708,B座510,1-16,全周,,调课
机械2303-04,55,202620271012517,机电设备状态监测与故障诊断,张天赐,机电工程学院,10708,B座512,3-10,全周,,调课
采矿2604班地质2601-02,0,202620271019483,军事理论,张子峻,马克思主义学院,10708,B座512,"2-4,8-20",全周,,调课
机械2409-10,64,202620271008403,创新创业导论,陈超,轻合金研究院,10708,B座517,3-18,全周,,调课
会计2501-03,64,202620271002452,财务管理学,曾蔚,商学院,10708,B座517,1-12,全周,,调课
工商2502,21,202620271002385,数字时代的生产运作管理,许民利,商学院,10708,B座518,1-16,全周,,调课
计算机2401-09,80,202620271005007,现代操作系统理论与实现,肖健宇,计算机学院,10708,B座519,1-16,全周,,调课
地信2501,20,202620271004471,地图学概论,刘慧敏,地球科学与信息物理学院,10708,C座103,1-8,全周,,调课
新能源2504班能动2507,53,202620271003317,形势与政策,易佳乐,马克思主义学院,10708,C座103,"8,12",全周,,调课
土木国际2601,0,202620271018161,工程制图与数字化表达,肖雄,土木工程学院,10708,C座105,"2-4,8-20",全周,,调课
运训2401-03,80,202620271005372,习近平新时代中国特色社会主义思想概论,李勇图,马克思主义学院,10708,C座203,3-18,单周,,调课
音乐表演2501-02班舞蹈表演2501,57,202620271001932,形势与政策,易佳乐,马克思主义学院,10708,C座304,"8,12",全周,,调课
交通运输类2607-09,0,202620271018350,大学生心理健康教育（一）,江胜珍,马克思主义学院,10708,C座304,10-17,单周,,调课
临床药学2601班麻醉[2601-02]班,0,202620271017078,大学生心理健康教育（一）,季娇,马克思主义学院,10708,C座402,10-17,单周,,调课
光电2604-05,0,202620271020352,习近平新时代中国特色社会主义思想概论,张桐,马克思主义学院,10708,C座501,"2-4,8-20",单周,,调课
电信2401-04,119,202620271004725,数据结构与算法,陈科文,自动化学院,10708,C座508,3-10,全周,,调课
运训2401-03,80,202620271005372,习近平新时代中国特色社会主义思想概论,李勇图,马克思主义学院,10708,C座508,3-18,双周,,调课
安全2601-03,0,202620271019459,军事理论,郭鹏飞,马克思主义学院,10708,D座104,"2-4,8-20",全周,,调课
机械2409-10,64,202620271008403,创新创业导论,陈超,轻合金研究院,10708,D座104,3-18,全周,,调课
计算机类2601-02,0,202620271016485,离散数学,郑瑾,计算机学院,10708,D座117,"2-4,9-17",全周,,调课
信安2401-03,69,202620271015366,分布式系统与云计算,李玺,计算机学院,10708,D座117,1-16,全周,,调课
运训2401-03,80,202620271005372,习近平新时代中国特色社会主义思想概论,李勇图,马克思主义学院,10708,D座117,3-18,单周,,调课
能器2401-02,61,202620271008803,创新创业导论,欧星,冶金与环境学院,10708,D座120,3-18,全周,,调课
冶金2501-03,77,202620271004027,中国近现代史纲要,梅乐,马克思主义学院,10708,D座125,3-18,全周,,调课
社会2601-02,0,202620271016763,社会学概论,米莉,公共管理学院,10708,D座130,"2-4,8-16",全周,,调课
思政2401,30,202620271006273,西方马克思主义,刘临达,马克思主义学院,10708,D座203,2-17,全周,,调课
运训2401-03,80,202620271005372,习近平新时代中国特色社会主义思想概论,李勇图,马克思主义学院,10708,D座209,3-18,单周,,调课
采矿2604班地质2601-02,0,202620271019483,军事理论,张子峻,马克思主义学院,10708,D座209,"2-4,8-20",全周,,调课
法语2401,27,202620271006734,高级法语（一）,罗治荣,外国语学院,10708,外语网络楼214,1-16,全周,,调课
法语2401,27,202620271006734,高级法语（一）,罗治荣,外国语学院,10708,外语网络楼214,1-16,全周,,调课
英语2505,20,202620271002123,英语分析性阅读（二）,周觉知,外国语学院,10708,外语网络楼217,1-16,全周,,调课
检验2601,0,202620271017283,大学英语（一）,王昱,外国语学院,10708,外语网络楼227,"2-4,8-20",全周,,调课
自动化与电气类2606,0,202620271016194,大学英语（一）,曾丹,外国语学院,10708,外语网络楼229,"2-4,8-20",全周,,调课
电子信息类2616,0,202620271016618,大学英语（一）,刘可红,外国语学院,10708,外语网络楼345,"2-4,8-20",全周,,调课
应物2601,0,202620271017986,大学英语（一）,熊卉,外国语学院,10708,外语网络楼347,"2-4,8-20",全周,,调课
自动化国际2601,0,202620271020826,雅思听说（一）,赵科红,外国语学院,10708,外语网络楼349,"2-4,8-20",全周,,调课
信科T2601,0,202620271018145,大学英语（一）,朱妮娅,外国语学院,10708,外语网络楼353,"2-4,8-20",全周,,调课
化工2301-04,32,202620271011580,工业催化,周永华,化学化工学院,10910,A座101,1-6,全周,,调课
产设2301-03,61,202620271011143,形势与政策,易佳乐,马克思主义学院,10910,A座101,"3,5",全周,,调课
中文2504-05,55,202620271002349,中国现代文学史,陈婵,人文学院,10910,A座119,1-16,全周,,调课
测控2501,12,202620271000254,测控专业导论,陈宁,自动化学院,10910,A座223,5-8,全周,,调课
冶金2501-03,78,202620271004051,大学物理B（二）,杨中见,物理学院,10910,A座304,3-16,全周,,调课
机械类2610-12,0,202620271020530,习近平新时代中国特色社会主义思想概论,李勇图,马克思主义学院,10910,A座308,"2-4,8-20",全周,,调课
城规2601-02,0,202620271017541,军事理论,张子峻,马克思主义学院,10910,A座308,"2-4,8-20",全周,,调课
思政2501,30,202620271001864,哲学导论,黄伟韬,马克思主义学院,10910,A座314,2-17,全周,,调课
